"","req_tot","repartition_requetes","done","problematic"
"472","AU-ID(57211057060) OR AU-ID(57211058913) OR AU-ID(57211080528) OR AU-ID(57211081666) OR AU-ID(57211086375) OR AU-ID(57211095643) OR AU-ID(57211105864) OR AU-ID(57211107936) OR AU-ID(57211122684) OR AU-ID(57211129898)","Maxime2",0,0
"473","AU-ID(57211147460) OR AU-ID(57211163992) OR AU-ID(57211169773) OR AU-ID(57211178090) OR AU-ID(57211207934) OR AU-ID(57211210478) OR AU-ID(57211220427) OR AU-ID(57211262660) OR AU-ID(57211281873) OR AU-ID(57211285422)","Maxime2",0,0
"474","AU-ID(57211313983) OR AU-ID(57211320129) OR AU-ID(57211333166) OR AU-ID(57211336743) OR AU-ID(57211337263) OR AU-ID(57211345162) OR AU-ID(57211346552) OR AU-ID(57211350145) OR AU-ID(57211357998) OR AU-ID(57211358181)","Maxime2",0,0
"475","AU-ID(57211402875) OR AU-ID(57211405977) OR AU-ID(57211411224) OR AU-ID(57211454468) OR AU-ID(57211459420) OR AU-ID(57211471594) OR AU-ID(57211477800) OR AU-ID(57211507935) OR AU-ID(57211509277) OR AU-ID(57211536464)","Maxime2",0,0
"476","AU-ID(57211541916) OR AU-ID(57211543194) OR AU-ID(57211555890) OR AU-ID(57211558895) OR AU-ID(57211580317) OR AU-ID(57211582218) OR AU-ID(57211590980) OR AU-ID(57211600737) OR AU-ID(57211624552) OR AU-ID(57211639268)","Maxime2",0,0
"477","AU-ID(57211654382) OR AU-ID(57211655384) OR AU-ID(57211667887) OR AU-ID(57211685943) OR AU-ID(57211734806) OR AU-ID(57211775466) OR AU-ID(57211779014) OR AU-ID(57211798068) OR AU-ID(57211802806) OR AU-ID(57211806499)","Maxime2",0,0
"478","AU-ID(57211809130) OR AU-ID(57211814085) OR AU-ID(57211840221) OR AU-ID(57211845761) OR AU-ID(57211873440) OR AU-ID(57211906760) OR AU-ID(57211938346) OR AU-ID(57211944841) OR AU-ID(57211946741) OR AU-ID(57211947115)","Maxime2",0,0
"479","AU-ID(57211962880) OR AU-ID(57211964624) OR AU-ID(57211966467) OR AU-ID(57211968806) OR AU-ID(57212003077) OR AU-ID(57212004728) OR AU-ID(57212022070) OR AU-ID(57212024082) OR AU-ID(57212056383) OR AU-ID(57212060965)","Maxime2",0,0
"480","AU-ID(57212106568) OR AU-ID(57212108280) OR AU-ID(57212146522) OR AU-ID(57212148144) OR AU-ID(57212151243) OR AU-ID(57212153518) OR AU-ID(57212184390) OR AU-ID(57212268243) OR AU-ID(57212284030) OR AU-ID(57212307540)","Maxime2",0,0
"481","AU-ID(57212342474) OR AU-ID(57212379429) OR AU-ID(57212383273) OR AU-ID(57212384926) OR AU-ID(57212404312) OR AU-ID(57212410956) OR AU-ID(57212447514) OR AU-ID(57212448836) OR AU-ID(57212466170) OR AU-ID(57212472743)","Maxime2",0,0
"482","AU-ID(57212506944) OR AU-ID(57212508386) OR AU-ID(57212558781) OR AU-ID(57212588987) OR AU-ID(57212609853) OR AU-ID(57212677402) OR AU-ID(57212680022) OR AU-ID(57212683665) OR AU-ID(57212684729) OR AU-ID(57212747404)","Maxime2",0,0
"483","AU-ID(57212768252) OR AU-ID(57212783234) OR AU-ID(57212821215) OR AU-ID(57212863958) OR AU-ID(57212867440) OR AU-ID(57212933839) OR AU-ID(57213007549) OR AU-ID(57213044501) OR AU-ID(57213111676) OR AU-ID(57213127829)","Maxime2",0,0
"484","AU-ID(57213173377) OR AU-ID(57213207217) OR AU-ID(57213213411) OR AU-ID(57213283026) OR AU-ID(57213339268) OR AU-ID(57213360022) OR AU-ID(57213455630) OR AU-ID(57213499631) OR AU-ID(57213587752) OR AU-ID(57213588810)","Maxime2",0,0
"485","AU-ID(57213595004) OR AU-ID(57213598223) OR AU-ID(57213605580) OR AU-ID(57213608940) OR AU-ID(57213619638) OR AU-ID(57213710195) OR AU-ID(57213716994) OR AU-ID(57213732771) OR AU-ID(57213795796) OR AU-ID(57213821954)","Maxime2",0,0
"486","AU-ID(57213866586) OR AU-ID(57213883836) OR AU-ID(57214023927) OR AU-ID(57214068372) OR AU-ID(57214069704) OR AU-ID(57214078019) OR AU-ID(57214083527) OR AU-ID(57214086519) OR AU-ID(57214116505) OR AU-ID(57214128218)","Maxime2",0,0
"487","AU-ID(57214182728) OR AU-ID(57214243072) OR AU-ID(57214316795) OR AU-ID(57214324452) OR AU-ID(57214361905) OR AU-ID(57214365113) OR AU-ID(57214393250) OR AU-ID(57214423028) OR AU-ID(57214450053) OR AU-ID(57214475701)","Maxime2",0,0
"488","AU-ID(57214506816) OR AU-ID(57214646156) OR AU-ID(57214720092) OR AU-ID(57214720349) OR AU-ID(57214722555) OR AU-ID(57214727250) OR AU-ID(57214743012) OR AU-ID(57214744548) OR AU-ID(57214746420) OR AU-ID(57214755841)","Maxime2",0,0
"489","AU-ID(57214781899) OR AU-ID(57214801927) OR AU-ID(57214811085) OR AU-ID(57214821076) OR AU-ID(57214825181) OR AU-ID(57214840866) OR AU-ID(57214851491) OR AU-ID(57214852436) OR AU-ID(57214895866) OR AU-ID(57214897778)","Maxime2",0,0
"490","AU-ID(57214907846) OR AU-ID(57214914550) OR AU-ID(57214935671) OR AU-ID(57214946421) OR AU-ID(57214958401) OR AU-ID(57214992241) OR AU-ID(57215004542) OR AU-ID(57215005612) OR AU-ID(57215007227) OR AU-ID(57215010765)","Maxime2",0,0
"491","AU-ID(57215041547) OR AU-ID(57215045732) OR AU-ID(57215053519) OR AU-ID(57215072423) OR AU-ID(57215089297) OR AU-ID(57215092295) OR AU-ID(57215131492) OR AU-ID(57215137993) OR AU-ID(57215148267) OR AU-ID(57215155930)","Maxime2",0,0
"492","AU-ID(57215205417) OR AU-ID(57215209050) OR AU-ID(57215210514) OR AU-ID(57215218665) OR AU-ID(57215285983) OR AU-ID(57215290004) OR AU-ID(57215296890) OR AU-ID(57215298026) OR AU-ID(57215320706) OR AU-ID(57215330169)","Maxime2",0,0
"493","AU-ID(57215379839) OR AU-ID(57215415630) OR AU-ID(57215419436) OR AU-ID(57215433725) OR AU-ID(57215488034) OR AU-ID(57215514250) OR AU-ID(57215541738) OR AU-ID(57215548128) OR AU-ID(57215559278) OR AU-ID(57215562471)","Maxime2",0,0
"494","AU-ID(57215596092) OR AU-ID(57215605922) OR AU-ID(57215650467) OR AU-ID(57215672295) OR AU-ID(57215685801) OR AU-ID(57215687816) OR AU-ID(57215688236) OR AU-ID(57215690500) OR AU-ID(57215698048) OR AU-ID(57215720462)","Maxime2",0,0
"495","AU-ID(57215778215) OR AU-ID(57215778897) OR AU-ID(57215834405) OR AU-ID(57215873715) OR AU-ID(57215878099) OR AU-ID(57215886581) OR AU-ID(57215908318) OR AU-ID(57215935142) OR AU-ID(57215944808) OR AU-ID(57215962915)","Maxime2",0,0
"496","AU-ID(57215967884) OR AU-ID(57216075370) OR AU-ID(57216087119) OR AU-ID(57216093465) OR AU-ID(57216109004) OR AU-ID(57216109815) OR AU-ID(57216109832) OR AU-ID(57216109955) OR AU-ID(57216110197) OR AU-ID(57216110264)","Maxime2",0,0
"497","AU-ID(57216111081) OR AU-ID(57216111507) OR AU-ID(57216125772) OR AU-ID(57216146979) OR AU-ID(57216155759) OR AU-ID(57216160793) OR AU-ID(57216164218) OR AU-ID(57216165480) OR AU-ID(57216167241) OR AU-ID(57216184926)","Maxime2",0,0
"498","AU-ID(57216204062) OR AU-ID(57216221170) OR AU-ID(57216223978) OR AU-ID(57216236959) OR AU-ID(57216250594) OR AU-ID(57216255609) OR AU-ID(57216256644) OR AU-ID(57216257094) OR AU-ID(57216258476) OR AU-ID(57216259034)","Maxime2",0,0
"499","AU-ID(57216280659) OR AU-ID(57216292746) OR AU-ID(57216303343) OR AU-ID(57216320369) OR AU-ID(57216326783) OR AU-ID(57216328312) OR AU-ID(57216331822) OR AU-ID(57216333000) OR AU-ID(57216334068) OR AU-ID(57216334239)","Maxime2",0,0
"500","AU-ID(57216337902) OR AU-ID(57216338070) OR AU-ID(57216344869) OR AU-ID(57216346404) OR AU-ID(57216348359) OR AU-ID(57216352033) OR AU-ID(57216352652) OR AU-ID(57216356418) OR AU-ID(57216357348) OR AU-ID(57216357511)","Maxime2",0,0
"501","AU-ID(57216361171) OR AU-ID(57216363645) OR AU-ID(57216366803) OR AU-ID(57216375832) OR AU-ID(57216385748) OR AU-ID(57216414814) OR AU-ID(57216424474) OR AU-ID(57216427704) OR AU-ID(57216428144) OR AU-ID(57216431140)","Maxime2",0,0
"502","AU-ID(57216436062) OR AU-ID(57216437357) OR AU-ID(57216438345) OR AU-ID(57216453076) OR AU-ID(57216458466) OR AU-ID(57216458558) OR AU-ID(57216470163) OR AU-ID(57216471496) OR AU-ID(57216483167) OR AU-ID(57216484472)","Maxime2",0,0
"503","AU-ID(57216494485) OR AU-ID(57216502456) OR AU-ID(57216527397) OR AU-ID(57216528826) OR AU-ID(57216534403) OR AU-ID(57216545914) OR AU-ID(57216550448) OR AU-ID(57216552247) OR AU-ID(57216556463) OR AU-ID(57216556757)","Maxime2",0,0
"504","AU-ID(57216565258) OR AU-ID(57216575821) OR AU-ID(57216582693) OR AU-ID(57216587998) OR AU-ID(57216590959) OR AU-ID(57216593054) OR AU-ID(57216593479) OR AU-ID(57216611625) OR AU-ID(57216614089) OR AU-ID(57216617208)","Maxime2",0,0
"505","AU-ID(57216632256) OR AU-ID(57216633081) OR AU-ID(57216634053) OR AU-ID(57216640798) OR AU-ID(57216642244) OR AU-ID(57216644300) OR AU-ID(57216649730) OR AU-ID(57216651623) OR AU-ID(57216654436) OR AU-ID(57216656147)","Maxime2",0,0
"506","AU-ID(57216671864) OR AU-ID(57216672489) OR AU-ID(57216675148) OR AU-ID(57216680863) OR AU-ID(57216688679) OR AU-ID(57216689046) OR AU-ID(57216690178) OR AU-ID(57216697613) OR AU-ID(57216701108) OR AU-ID(57216702142)","Maxime2",0,0
"507","AU-ID(57216731484) OR AU-ID(57216732088) OR AU-ID(57216735421) OR AU-ID(57216740880) OR AU-ID(57216743084) OR AU-ID(57216743291) OR AU-ID(57216752229) OR AU-ID(57216756375) OR AU-ID(57216760998) OR AU-ID(57216772072)","Maxime2",0,0
"508","AU-ID(57216774221) OR AU-ID(57216774273) OR AU-ID(57216785804) OR AU-ID(57216814185) OR AU-ID(57216816768) OR AU-ID(57216822099) OR AU-ID(57216825148) OR AU-ID(57216834846) OR AU-ID(57216836152) OR AU-ID(57216841944)","Maxime2",0,0
"509","AU-ID(57216867448) OR AU-ID(57216871811) OR AU-ID(57216873521) OR AU-ID(57216882071) OR AU-ID(57216885504) OR AU-ID(57216886245) OR AU-ID(57216892163) OR AU-ID(57216900211) OR AU-ID(57216914460) OR AU-ID(57216915733)","Maxime2",0,0
"510","AU-ID(57216922404) OR AU-ID(57216928036) OR AU-ID(57216930239) OR AU-ID(57216950939) OR AU-ID(57216953172) OR AU-ID(57216956752) OR AU-ID(57216961588) OR AU-ID(57216969064) OR AU-ID(57216971252) OR AU-ID(57216978470)","Maxime2",0,0
"511","AU-ID(57216988605) OR AU-ID(57216988936) OR AU-ID(57216997118) OR AU-ID(57216998893) OR AU-ID(57217000306) OR AU-ID(57217001460) OR AU-ID(57217002847) OR AU-ID(57217004451) OR AU-ID(57217005983) OR AU-ID(57217006043)","Maxime2",0,0
"512","AU-ID(57217019805) OR AU-ID(57217025609) OR AU-ID(57217025911) OR AU-ID(57217026967) OR AU-ID(57217027487) OR AU-ID(57217036993) OR AU-ID(57217037698) OR AU-ID(57217042174) OR AU-ID(57217043144) OR AU-ID(57217053027)","Maxime2",0,0
"513","AU-ID(57217061576) OR AU-ID(57217067216) OR AU-ID(57217068351) OR AU-ID(57217072282) OR AU-ID(57217074766) OR AU-ID(57217081014) OR AU-ID(57217086766) OR AU-ID(57217090849) OR AU-ID(57217091934) OR AU-ID(57217092965)","Maxime2",0,0
"514","AU-ID(57217104775) OR AU-ID(57217110190) OR AU-ID(57217110319) OR AU-ID(57217117803) OR AU-ID(57217120913) OR AU-ID(57217123627) OR AU-ID(57217127453) OR AU-ID(57217127564) OR AU-ID(57217127889) OR AU-ID(57217136676)","Maxime2",0,0
"515","AU-ID(57217157416) OR AU-ID(57217158720) OR AU-ID(57217162561) OR AU-ID(57217167443) OR AU-ID(57217171513) OR AU-ID(57217171776) OR AU-ID(57217172796) OR AU-ID(57217175084) OR AU-ID(57217206397) OR AU-ID(57217215732)","Maxime2",0,0
"516","AU-ID(57217222970) OR AU-ID(57217225101) OR AU-ID(57217234860) OR AU-ID(57217244179) OR AU-ID(57217247111) OR AU-ID(57217273314) OR AU-ID(57217276308) OR AU-ID(57217278575) OR AU-ID(57217280687) OR AU-ID(57217285281)","Maxime2",0,0
"517","AU-ID(57217293818) OR AU-ID(57217305432) OR AU-ID(57217348713) OR AU-ID(57217356081) OR AU-ID(57217376628) OR AU-ID(57217377271) OR AU-ID(57217387168) OR AU-ID(57217393124) OR AU-ID(57217450096) OR AU-ID(57217457882)","Maxime2",0,0
"518","AU-ID(57217464383) OR AU-ID(57217464764) OR AU-ID(57217466108) OR AU-ID(57217493597) OR AU-ID(57217494485) OR AU-ID(57217520510) OR AU-ID(57217528036) OR AU-ID(57217530112) OR AU-ID(57217533588) OR AU-ID(57217549048)","Maxime2",0,0
"519","AU-ID(57217585085) OR AU-ID(57217590937) OR AU-ID(57217593417) OR AU-ID(57217664262) OR AU-ID(57217665120) OR AU-ID(57217680515) OR AU-ID(57217683095) OR AU-ID(57217683896) OR AU-ID(57217687642) OR AU-ID(57217699291)","Maxime2",0,0
"520","AU-ID(57217701599) OR AU-ID(57217701712) OR AU-ID(57217701883) OR AU-ID(57217735360) OR AU-ID(57217737440) OR AU-ID(57217776024) OR AU-ID(57217782736) OR AU-ID(57217791114) OR AU-ID(57217824208) OR AU-ID(57217826754)","Maxime2",0,0
"521","AU-ID(57217829906) OR AU-ID(57217846739) OR AU-ID(57217853292) OR AU-ID(57217854905) OR AU-ID(57217856774) OR AU-ID(57217862342) OR AU-ID(57217863446) OR AU-ID(57217864113) OR AU-ID(57217873403) OR AU-ID(57217880782)","Maxime2",0,0
"522","AU-ID(57217995259) OR AU-ID(57217996932) OR AU-ID(57217998515) OR AU-ID(57218085763) OR AU-ID(57218088949) OR AU-ID(57218118835) OR AU-ID(57218122225) OR AU-ID(57218126988) OR AU-ID(57218128789) OR AU-ID(57218142162)","Maxime2",0,0
"523","AU-ID(57218147534) OR AU-ID(57218153826) OR AU-ID(57218164317) OR AU-ID(57218167261) OR AU-ID(57218172527) OR AU-ID(57218179118) OR AU-ID(57218186085) OR AU-ID(57218194856) OR AU-ID(57218195599) OR AU-ID(57218195727)","Maxime2",0,0
"524","AU-ID(57218206308) OR AU-ID(57218220587) OR AU-ID(57218222797) OR AU-ID(57218224210) OR AU-ID(57218225652) OR AU-ID(57218228794) OR AU-ID(57218245637) OR AU-ID(57218248489) OR AU-ID(57218252533) OR AU-ID(57218260968)","Maxime2",0,0
"525","AU-ID(57218282134) OR AU-ID(57218287178) OR AU-ID(57218292330) OR AU-ID(57218296821) OR AU-ID(57218312174) OR AU-ID(57218316164) OR AU-ID(57218316644) OR AU-ID(57218317141) OR AU-ID(57218317263) OR AU-ID(57218317360)","Maxime2",0,0
"526","AU-ID(57218318194) OR AU-ID(57218318405) OR AU-ID(57218318779) OR AU-ID(57218319593) OR AU-ID(57218319726) OR AU-ID(57218319758) OR AU-ID(57218320041) OR AU-ID(57218320087) OR AU-ID(57218320136) OR AU-ID(57218320669)","Maxime2",0,0
"527","AU-ID(57218321235) OR AU-ID(57218322051) OR AU-ID(57218322403) OR AU-ID(57218322424) OR AU-ID(57218322459) OR AU-ID(57218322572) OR AU-ID(57218322663) OR AU-ID(57218322954) OR AU-ID(57218323148) OR AU-ID(57218324276)","Maxime2",0,0
"528","AU-ID(57218336272) OR AU-ID(57218361023) OR AU-ID(57218362522) OR AU-ID(57218367795) OR AU-ID(57218368377) OR AU-ID(57218379678) OR AU-ID(57218381500) OR AU-ID(57218382137) OR AU-ID(57218383963) OR AU-ID(57218394591)","Maxime2",0,0
"529","AU-ID(57218396225) OR AU-ID(57218400171) OR AU-ID(57218422849) OR AU-ID(57218435709) OR AU-ID(57218438861) OR AU-ID(57218452414) OR AU-ID(57218453645) OR AU-ID(57218453871) OR AU-ID(57218454246) OR AU-ID(57218475984)","Maxime2",0,0
"530","AU-ID(57218481059) OR AU-ID(57218482296) OR AU-ID(57218483980) OR AU-ID(57218489759) OR AU-ID(57218489944) OR AU-ID(57218495575) OR AU-ID(57218511583) OR AU-ID(57218512257) OR AU-ID(57218517550) OR AU-ID(57218526660)","Maxime2",0,0
"531","AU-ID(57218543838) OR AU-ID(57218544161) OR AU-ID(57218545811) OR AU-ID(57218546685) OR AU-ID(57218555450) OR AU-ID(57218563177) OR AU-ID(57218565464) OR AU-ID(57218570349) OR AU-ID(57218576860) OR AU-ID(57218577042)","Maxime2",0,0
"532","AU-ID(57218599115) OR AU-ID(57218612296) OR AU-ID(57218619112) OR AU-ID(57218623373) OR AU-ID(57218623877) OR AU-ID(57218626636) OR AU-ID(57218627419) OR AU-ID(57218629846) OR AU-ID(57218632486) OR AU-ID(57218650125)","Maxime2",0,0
"533","AU-ID(57218653293) OR AU-ID(57218653782) OR AU-ID(57218655259) OR AU-ID(57218656067) OR AU-ID(57218656212) OR AU-ID(57218656595) OR AU-ID(57218657018) OR AU-ID(57218660837) OR AU-ID(57218667464) OR AU-ID(57218670109)","Maxime2",0,0
"534","AU-ID(57218673176) OR AU-ID(57218673848) OR AU-ID(57218693131) OR AU-ID(57218693498) OR AU-ID(57218697394) OR AU-ID(57218698761) OR AU-ID(57218701806) OR AU-ID(57218702135) OR AU-ID(57218702697) OR AU-ID(57218714390)","Maxime2",0,0
"535","AU-ID(57218717174) OR AU-ID(57218719348) OR AU-ID(57218760604) OR AU-ID(57218761285) OR AU-ID(57218766110) OR AU-ID(57218772407) OR AU-ID(57218774435) OR AU-ID(57218774770) OR AU-ID(57218787500) OR AU-ID(57218788000)","Maxime2",0,0
"536","AU-ID(57218801294) OR AU-ID(57218821094) OR AU-ID(57218825574) OR AU-ID(57218837259) OR AU-ID(57218844323) OR AU-ID(57218858515) OR AU-ID(57218877788) OR AU-ID(57218884717) OR AU-ID(57218916480) OR AU-ID(57218919344)","Maxime2",0,0
"537","AU-ID(57218936265) OR AU-ID(57218936468) OR AU-ID(57218938670) OR AU-ID(57218957782) OR AU-ID(57218990326) OR AU-ID(57219002337) OR AU-ID(57219009730) OR AU-ID(57219015069) OR AU-ID(57219017725) OR AU-ID(57219025499)","Maxime2",0,0
"538","AU-ID(57219039051) OR AU-ID(57219043680) OR AU-ID(57219047922) OR AU-ID(57219049842) OR AU-ID(57219053067) OR AU-ID(57219063638) OR AU-ID(57219084248) OR AU-ID(57219088973) OR AU-ID(57219089915) OR AU-ID(57219091150)","Maxime2",0,0
"539","AU-ID(57219092982) OR AU-ID(57219122851) OR AU-ID(57219123089) OR AU-ID(57219124171) OR AU-ID(57219126004) OR AU-ID(57219130387) OR AU-ID(57219134873) OR AU-ID(57219141276) OR AU-ID(57219158809) OR AU-ID(57219158825)","Maxime2",0,0
"540","AU-ID(57219161763) OR AU-ID(57219165343) OR AU-ID(57219175266) OR AU-ID(57219179213) OR AU-ID(57219180088) OR AU-ID(57219180946) OR AU-ID(57219182095) OR AU-ID(57219186117) OR AU-ID(57219187734) OR AU-ID(57219194413)","Maxime2",0,0
"541","AU-ID(57219197702) OR AU-ID(57219203442) OR AU-ID(57219205075) OR AU-ID(57219230244) OR AU-ID(57219231701) OR AU-ID(57219235194) OR AU-ID(57219236594) OR AU-ID(57219254073) OR AU-ID(57219254890) OR AU-ID(57219255487)","Maxime2",0,0
"542","AU-ID(57219259604) OR AU-ID(57219259775) OR AU-ID(57219283215) OR AU-ID(57219298554) OR AU-ID(57219301191) OR AU-ID(57219302334) OR AU-ID(57219307164) OR AU-ID(57219318092) OR AU-ID(57219328521) OR AU-ID(57219343290)","Maxime2",0,0
"543","AU-ID(57219356750) OR AU-ID(57219363899) OR AU-ID(57219378652) OR AU-ID(57219384384) OR AU-ID(57219388023) OR AU-ID(57219396025) OR AU-ID(57219399142) OR AU-ID(57219400604) OR AU-ID(57219409144) OR AU-ID(57219409977)","Maxime2",0,0
"544","AU-ID(57219423569) OR AU-ID(57219428970) OR AU-ID(57219433205) OR AU-ID(57219433355) OR AU-ID(57219434833) OR AU-ID(57219438336) OR AU-ID(57219440053) OR AU-ID(57219441285) OR AU-ID(57219441878) OR AU-ID(57219446873)","Maxime2",0,0
"545","AU-ID(57219447080) OR AU-ID(57219469782) OR AU-ID(57219487099) OR AU-ID(57219489619) OR AU-ID(57219510744) OR AU-ID(57219563971) OR AU-ID(57219595910) OR AU-ID(57219596640) OR AU-ID(57219599279) OR AU-ID(57219602718)","Maxime2",0,0
"546","AU-ID(57219635068) OR AU-ID(57219641996) OR AU-ID(57219650547) OR AU-ID(57219660597) OR AU-ID(57219665132) OR AU-ID(57219666262) OR AU-ID(57219696801) OR AU-ID(57219698814) OR AU-ID(57219703527) OR AU-ID(57219708456)","Maxime2",0,0
"547","AU-ID(57219714709) OR AU-ID(57219716944) OR AU-ID(57219723551) OR AU-ID(57219753492) OR AU-ID(57219773145) OR AU-ID(57219777790) OR AU-ID(57219777862) OR AU-ID(57219779619) OR AU-ID(57219781213) OR AU-ID(57219801422)","Maxime2",0,0
"548","AU-ID(57219802016) OR AU-ID(57219811827) OR AU-ID(57219815204) OR AU-ID(57219818373) OR AU-ID(57219828248) OR AU-ID(57219831146) OR AU-ID(57219835720) OR AU-ID(57219841677) OR AU-ID(57219855232) OR AU-ID(57219860858)","Maxime2",0,0
"549","AU-ID(57219861286) OR AU-ID(57219876003) OR AU-ID(57219879376) OR AU-ID(57219891910) OR AU-ID(57219898598) OR AU-ID(57219904888) OR AU-ID(57219909730) OR AU-ID(57219915315) OR AU-ID(57219925509) OR AU-ID(57219929411)","Maxime2",0,0
"550","AU-ID(57219933902) OR AU-ID(57219934121) OR AU-ID(57219934571) OR AU-ID(57219934658) OR AU-ID(57219939550) OR AU-ID(57219957158) OR AU-ID(57219959002) OR AU-ID(57219959903) OR AU-ID(57219969586) OR AU-ID(57219969601)","Maxime2",0,0
"551","AU-ID(57219975427) OR AU-ID(57219976620) OR AU-ID(57219976767) OR AU-ID(57219978911) OR AU-ID(57219982400) OR AU-ID(57219990594) OR AU-ID(57220021430) OR AU-ID(57220027623) OR AU-ID(57220030069) OR AU-ID(57220031744)","Maxime2",0,0
"552","AU-ID(57220041811) OR AU-ID(57220065075) OR AU-ID(57220065167) OR AU-ID(57220068455) OR AU-ID(57220081406) OR AU-ID(57220091252) OR AU-ID(57220093176) OR AU-ID(57220100997) OR AU-ID(57220101334) OR AU-ID(57220113872)","Maxime2",0,0
"553","AU-ID(57220122664) OR AU-ID(57220160924) OR AU-ID(57220161004) OR AU-ID(57220168106) OR AU-ID(57220173810) OR AU-ID(57220191546) OR AU-ID(57220200481) OR AU-ID(57220206077) OR AU-ID(57220208250) OR AU-ID(57220211781)","Maxime2",0,0
"554","AU-ID(57220344117) OR AU-ID(57220346436) OR AU-ID(57220350365) OR AU-ID(57220360175) OR AU-ID(57220372368) OR AU-ID(57220393528) OR AU-ID(57220408058) OR AU-ID(57220414905) OR AU-ID(57220433405) OR AU-ID(57220435393)","Maxime2",0,0
"555","AU-ID(57220457411) OR AU-ID(57220509565) OR AU-ID(57220558929) OR AU-ID(57220572489) OR AU-ID(57220573171) OR AU-ID(57220575915) OR AU-ID(57220577306) OR AU-ID(57220586541) OR AU-ID(57220586720) OR AU-ID(57220589106)","Maxime2",0,0
"556","AU-ID(57220594049) OR AU-ID(57220606017) OR AU-ID(57220614489) OR AU-ID(57220614617) OR AU-ID(57220616698) OR AU-ID(57220633628) OR AU-ID(57220658558) OR AU-ID(57220661180) OR AU-ID(57220667999) OR AU-ID(57220670890)","Maxime2",0,0
"557","AU-ID(57220736347) OR AU-ID(57220740673) OR AU-ID(57220769864) OR AU-ID(57220775639) OR AU-ID(57220776815) OR AU-ID(57220806729) OR AU-ID(57220813454) OR AU-ID(57220818294) OR AU-ID(57220835156) OR AU-ID(57220855197)","Maxime2",0,0
"558","AU-ID(57220856522) OR AU-ID(57220856646) OR AU-ID(57220858882) OR AU-ID(57220858921) OR AU-ID(57220859579) OR AU-ID(57220860028) OR AU-ID(57220860390) OR AU-ID(57220860765) OR AU-ID(57220861217) OR AU-ID(57220862000)","Maxime2",0,0
"559","AU-ID(57220863522) OR AU-ID(57220863615) OR AU-ID(57220865486) OR AU-ID(57220866801) OR AU-ID(57220868470) OR AU-ID(57220869997) OR AU-ID(57220871001) OR AU-ID(57220872868) OR AU-ID(57220872944) OR AU-ID(57220873450)","Maxime2",0,0
"560","AU-ID(57220874060) OR AU-ID(57220874064) OR AU-ID(57220874481) OR AU-ID(57220875283) OR AU-ID(57220875294) OR AU-ID(57220875555) OR AU-ID(57220876229) OR AU-ID(57220880999) OR AU-ID(57220886662) OR AU-ID(57220889098)","Maxime2",0,0
"561","AU-ID(57220901117) OR AU-ID(57220901223) OR AU-ID(57220925965) OR AU-ID(57220927679) OR AU-ID(57220934101) OR AU-ID(57220941431) OR AU-ID(57220963693) OR AU-ID(57220964543) OR AU-ID(57220979225) OR AU-ID(57221024549)","Maxime2",0,0
"562","AU-ID(57221037506) OR AU-ID(57221047977) OR AU-ID(57221048160) OR AU-ID(57221049253) OR AU-ID(57221052168) OR AU-ID(57221053154) OR AU-ID(57221056082) OR AU-ID(57221082513) OR AU-ID(57221096465) OR AU-ID(57221098478)","Maxime2",0,0
"563","AU-ID(57221107102) OR AU-ID(57221107646) OR AU-ID(57221117358) OR AU-ID(57221117723) OR AU-ID(57221124435) OR AU-ID(57221131497) OR AU-ID(57221131881) OR AU-ID(57221132129) OR AU-ID(57221218804) OR AU-ID(57221225350)","Maxime2",0,0
"564","AU-ID(57221233988) OR AU-ID(57221247931) OR AU-ID(57221248170) OR AU-ID(57221248226) OR AU-ID(57221248741) OR AU-ID(57221250073) OR AU-ID(57221250095) OR AU-ID(57221251271) OR AU-ID(57221251480) OR AU-ID(57221251726)","Maxime2",0,0
"565","AU-ID(57221252143) OR AU-ID(57221252449) OR AU-ID(57221253040) OR AU-ID(57221253446) OR AU-ID(57221253798) OR AU-ID(57221254279) OR AU-ID(57221266994) OR AU-ID(57221274111) OR AU-ID(57221276281) OR AU-ID(57221279274)","Maxime2",0,0
"566","AU-ID(57221288643) OR AU-ID(57221307386) OR AU-ID(57221310022) OR AU-ID(57221313902) OR AU-ID(57221319017) OR AU-ID(57221323176) OR AU-ID(57221329773) OR AU-ID(57221333441) OR AU-ID(57221337898) OR AU-ID(57221342603)","Maxime2",0,0
"567","AU-ID(57221345754) OR AU-ID(57221353691) OR AU-ID(57221354156) OR AU-ID(57221368660) OR AU-ID(57221368697) OR AU-ID(57221368725) OR AU-ID(57221368807) OR AU-ID(57221368899) OR AU-ID(57221368911) OR AU-ID(57221369024)","Maxime2",0,0
"568","AU-ID(57221369307) OR AU-ID(57221369314) OR AU-ID(57221369323) OR AU-ID(57221369391) OR AU-ID(57221369405) OR AU-ID(57221369491) OR AU-ID(57221369501) OR AU-ID(57221369519) OR AU-ID(57221369540) OR AU-ID(57221369550)","Maxime2",0,0
"569","AU-ID(57221369699) OR AU-ID(57221369802) OR AU-ID(57221369804) OR AU-ID(57221369847) OR AU-ID(57221369883) OR AU-ID(57221369980) OR AU-ID(57221370021) OR AU-ID(57221370023) OR AU-ID(57221370112) OR AU-ID(57221370157)","Maxime2",0,0
