"","req_tot","repartition_requetes","done","problematic"
"236","AU-ID(55781161900) OR AU-ID(55786804400) OR AU-ID(55787157400) OR AU-ID(55788577500) OR AU-ID(55789783900) OR AU-ID(55791141900) OR AU-ID(55793920900) OR AU-ID(55794384800) OR AU-ID(55797298800) OR AU-ID(55797361700)","Mathis1",0,0
"237","AU-ID(55801282000) OR AU-ID(55801666300) OR AU-ID(55801862900) OR AU-ID(55802403800) OR AU-ID(55802507700) OR AU-ID(55803009600) OR AU-ID(55804188300) OR AU-ID(55804349000) OR AU-ID(55805768200) OR AU-ID(55806235300)","Mathis1",0,0
"238","AU-ID(55806851900) OR AU-ID(55807843800) OR AU-ID(55808732300) OR AU-ID(55808741800) OR AU-ID(55808831400) OR AU-ID(55811595900) OR AU-ID(55814434300) OR AU-ID(55815978400) OR AU-ID(55816955800) OR AU-ID(55817061000)","Mathis1",0,0
"239","AU-ID(55818581500) OR AU-ID(55819495500) OR AU-ID(55819885600) OR AU-ID(55820767700) OR AU-ID(55821678100) OR AU-ID(55823146800) OR AU-ID(55823456000) OR AU-ID(55823914100) OR AU-ID(55829180200) OR AU-ID(55829647800)","Mathis1",0,0
"240","AU-ID(55830424900) OR AU-ID(55831071700) OR AU-ID(55831182000) OR AU-ID(55832054300) OR AU-ID(55832055500) OR AU-ID(55834226400) OR AU-ID(55835312200) OR AU-ID(55838706900) OR AU-ID(55838722500) OR AU-ID(55839047200)","Mathis1",0,0
"241","AU-ID(55842479200) OR AU-ID(55842956500) OR AU-ID(55844241000) OR AU-ID(55844493500) OR AU-ID(55844710000) OR AU-ID(55844788500) OR AU-ID(55845420177) OR AU-ID(55846059400) OR AU-ID(55846755300) OR AU-ID(55847625000)","Mathis1",0,0
"242","AU-ID(55851948213) OR AU-ID(55853997300) OR AU-ID(55854239900) OR AU-ID(55855825800) OR AU-ID(55856016200) OR AU-ID(55856363000) OR AU-ID(55857416500) OR AU-ID(55857425600) OR AU-ID(55857501700) OR AU-ID(55857540500)","Mathis1",0,0
"243","AU-ID(55861146400) OR AU-ID(55863399400) OR AU-ID(55863703600) OR AU-ID(55865254200) OR AU-ID(55865590500) OR AU-ID(55865732100) OR AU-ID(55866586100) OR AU-ID(55868825200) OR AU-ID(55870439600) OR AU-ID(55871602200)","Mathis1",0,0
"244","AU-ID(55875855400) OR AU-ID(55876998800) OR AU-ID(55878274200) OR AU-ID(55878976100) OR AU-ID(55880037300) OR AU-ID(55881336400) OR AU-ID(55881746500) OR AU-ID(55881923100) OR AU-ID(55881962500) OR AU-ID(55883335700)","Mathis1",0,0
"245","AU-ID(55883560900) OR AU-ID(55884116400) OR AU-ID(55885143400) OR AU-ID(55886074600) OR AU-ID(55887271400) OR AU-ID(55888807900) OR AU-ID(55889572500) OR AU-ID(55889695000) OR AU-ID(55890799600) OR AU-ID(55892464400)","Mathis1",0,0
"246","AU-ID(55894452300) OR AU-ID(55894673500) OR AU-ID(55896938800) OR AU-ID(55896952700) OR AU-ID(55897230000) OR AU-ID(55897950400) OR AU-ID(55898392100) OR AU-ID(55898655800) OR AU-ID(55899672900) OR AU-ID(55900790700)","Mathis1",0,0
"247","AU-ID(55901710700) OR AU-ID(55904203100) OR AU-ID(55905291300) OR AU-ID(55906039200) OR AU-ID(55906829100) OR AU-ID(55907422600) OR AU-ID(55907980000) OR AU-ID(55908846900) OR AU-ID(55908990800) OR AU-ID(55910131500)","Mathis1",0,0
"248","AU-ID(55911968400) OR AU-ID(55914036300) OR AU-ID(55914287600) OR AU-ID(55914729200) OR AU-ID(55914766600) OR AU-ID(55915259600) OR AU-ID(55915372100) OR AU-ID(55915488000) OR AU-ID(55916423900) OR AU-ID(55916804100)","Mathis1",0,0
"249","AU-ID(55918058300) OR AU-ID(55918654200) OR AU-ID(55918817700) OR AU-ID(55921288200) OR AU-ID(55922066200) OR AU-ID(55922090000) OR AU-ID(55922361900) OR AU-ID(55922388300) OR AU-ID(55924125900) OR AU-ID(55924367600)","Mathis1",0,0
"250","AU-ID(55927221200) OR AU-ID(55929480000) OR AU-ID(55929546700) OR AU-ID(55929702000) OR AU-ID(55931186700) OR AU-ID(55932435400) OR AU-ID(55934510100) OR AU-ID(55934922100) OR AU-ID(55935464700) OR AU-ID(55936495200)","Mathis1",0,0
"251","AU-ID(55938240800) OR AU-ID(55939514900) OR AU-ID(55940388300) OR AU-ID(55940545500) OR AU-ID(55942895300) OR AU-ID(55943912400) OR AU-ID(55944594300) OR AU-ID(55947902300) OR AU-ID(55948008400) OR AU-ID(55953676400)","Mathis1",0,0
"252","AU-ID(55953899500) OR AU-ID(55954092700) OR AU-ID(55954708800) OR AU-ID(55957368400) OR AU-ID(55959021500) OR AU-ID(55959966000) OR AU-ID(55960384700) OR AU-ID(55961316500) OR AU-ID(55962882600) OR AU-ID(55964078400)","Mathis1",0,0
"253","AU-ID(55968105300) OR AU-ID(55969530200) OR AU-ID(55969805800) OR AU-ID(55970935700) OR AU-ID(55972855300) OR AU-ID(55973526300) OR AU-ID(55974030100) OR AU-ID(55974869700) OR AU-ID(55975265200) OR AU-ID(55975953400)","Mathis1",0,0
"254","AU-ID(55981477100) OR AU-ID(55983225300) OR AU-ID(55986192100) OR AU-ID(55986285000) OR AU-ID(55986647100) OR AU-ID(55986684200) OR AU-ID(55987687900) OR AU-ID(55988399700) OR AU-ID(55989452800) OR AU-ID(55989540400)","Mathis1",0,0
"255","AU-ID(55991454700) OR AU-ID(55992425300) OR AU-ID(55992505000) OR AU-ID(55993034200) OR AU-ID(55995060400) OR AU-ID(55995876700) OR AU-ID(55995916100) OR AU-ID(55999257500) OR AU-ID(55999407400) OR AU-ID(56000760000)","Mathis1",0,0
"256","AU-ID(56002630100) OR AU-ID(56002689700) OR AU-ID(56002743300) OR AU-ID(56003035300) OR AU-ID(56003063600) OR AU-ID(56003343000) OR AU-ID(56005979900) OR AU-ID(56006215600) OR AU-ID(56006385100) OR AU-ID(56007009300)","Mathis1",0,0
"257","AU-ID(56008137900) OR AU-ID(56009226300) OR AU-ID(56010788400) OR AU-ID(56010982400) OR AU-ID(56013122300) OR AU-ID(56013565600) OR AU-ID(56013849300) OR AU-ID(56014621800) OR AU-ID(56016033800) OR AU-ID(56016084900)","Mathis1",0,0
"258","AU-ID(56018153700) OR AU-ID(56018914300) OR AU-ID(56019549300) OR AU-ID(56019637800) OR AU-ID(56020780700) OR AU-ID(56021803500) OR AU-ID(56031792700) OR AU-ID(56031793000) OR AU-ID(56032667500) OR AU-ID(56032686400)","Mathis1",0,0
"259","AU-ID(56037167400) OR AU-ID(56037618300) OR AU-ID(56038051200) OR AU-ID(56038105300) OR AU-ID(56039046600) OR AU-ID(56040589600) OR AU-ID(56041043200) OR AU-ID(56041837300) OR AU-ID(56043172800) OR AU-ID(56043694900)","Mathis1",0,0
"260","AU-ID(56044555600) OR AU-ID(56046962100) OR AU-ID(56048948900) OR AU-ID(56049927100) OR AU-ID(56054276100) OR AU-ID(56054531600) OR AU-ID(56054613100) OR AU-ID(56056167200) OR AU-ID(56056461000) OR AU-ID(56058018700)","Mathis1",0,0
"261","AU-ID(56059411900) OR AU-ID(56060012100) OR AU-ID(56061307900) OR AU-ID(56062252000) OR AU-ID(56069678300) OR AU-ID(56070704000) OR AU-ID(56071020000) OR AU-ID(56073582300) OR AU-ID(56074030600) OR AU-ID(56075896300)","Mathis1",0,0
"262","AU-ID(56079240600) OR AU-ID(56079320500) OR AU-ID(56079602000) OR AU-ID(56080498400) OR AU-ID(56081946700) OR AU-ID(56082376500) OR AU-ID(56082695800) OR AU-ID(56082860400) OR AU-ID(56084951300) OR AU-ID(56086332500)","Mathis1",0,0
"263","AU-ID(56087470300) OR AU-ID(56089380400) OR AU-ID(56089393500) OR AU-ID(56091627300) OR AU-ID(56091771700) OR AU-ID(56094915300) OR AU-ID(56096953100) OR AU-ID(56097134300) OR AU-ID(56100129000) OR AU-ID(56101036000)","Mathis1",0,0
"264","AU-ID(56107219000) OR AU-ID(56109011100) OR AU-ID(56113055000) OR AU-ID(56113769700) OR AU-ID(56114424700) OR AU-ID(56114734300) OR AU-ID(56114934100) OR AU-ID(56115416000) OR AU-ID(56115725200) OR AU-ID(56116873500)","Mathis1",0,0
"265","AU-ID(56119614400) OR AU-ID(56120971300) OR AU-ID(56120977900) OR AU-ID(56121114400) OR AU-ID(56121744000) OR AU-ID(56121910900) OR AU-ID(56123280500) OR AU-ID(56123951500) OR AU-ID(56126319800) OR AU-ID(56126612100)","Mathis1",0,0
"266","AU-ID(56130276900) OR AU-ID(56130514200) OR AU-ID(56131221000) OR AU-ID(56136290100) OR AU-ID(56137067800) OR AU-ID(56137527900) OR AU-ID(56138634600) OR AU-ID(56138963400) OR AU-ID(56141381800) OR AU-ID(56142402000)","Mathis1",0,0
"267","AU-ID(56144549900) OR AU-ID(56145533200) OR AU-ID(56145603600) OR AU-ID(56146776000) OR AU-ID(56146817100) OR AU-ID(56146952100) OR AU-ID(56147787800) OR AU-ID(56150329900) OR AU-ID(56150725600) OR AU-ID(56150993000)","Mathis1",0,0
"268","AU-ID(56152980800) OR AU-ID(56155965500) OR AU-ID(56156171400) OR AU-ID(56157507700) OR AU-ID(56159560100) OR AU-ID(56159863600) OR AU-ID(56160540900) OR AU-ID(56161060900) OR AU-ID(56163565900) OR AU-ID(56165503100)","Mathis1",0,0
"269","AU-ID(56166650000) OR AU-ID(56167373100) OR AU-ID(56167845400) OR AU-ID(56168235400) OR AU-ID(56168357700) OR AU-ID(56168473300) OR AU-ID(56171413200) OR AU-ID(56172967400) OR AU-ID(56173882400) OR AU-ID(56174938100)","Mathis1",0,0
"270","AU-ID(56179626700) OR AU-ID(56180607600) OR AU-ID(56180926100) OR AU-ID(56181886400) OR AU-ID(56183449400) OR AU-ID(56183820800) OR AU-ID(56184248900) OR AU-ID(56184398900) OR AU-ID(56186248600) OR AU-ID(56189877400)","Mathis1",0,0
"271","AU-ID(56191309100) OR AU-ID(56191420300) OR AU-ID(56191467500) OR AU-ID(56192378600) OR AU-ID(56195726700) OR AU-ID(56196204000) OR AU-ID(56196426100) OR AU-ID(56199273100) OR AU-ID(56199821000) OR AU-ID(56200869200)","Mathis1",0,0
"272","AU-ID(56204942800) OR AU-ID(56206473600) OR AU-ID(56206579100) OR AU-ID(56208191800) OR AU-ID(56215765500) OR AU-ID(56215975500) OR AU-ID(56218603800) OR AU-ID(56224191100) OR AU-ID(56227465700) OR AU-ID(56228122900)","Mathis1",0,0
"273","AU-ID(56230974500) OR AU-ID(56231062600) OR AU-ID(56232267700) OR AU-ID(56235920300) OR AU-ID(56237449900) OR AU-ID(56237605400) OR AU-ID(56241254600) OR AU-ID(56242204500) OR AU-ID(56242733500) OR AU-ID(56247648200)","Mathis1",0,0
"274","AU-ID(56250961600) OR AU-ID(56251352700) OR AU-ID(56251664800) OR AU-ID(56251895500) OR AU-ID(56255964300) OR AU-ID(56256393600) OR AU-ID(56256595200) OR AU-ID(56258255400) OR AU-ID(56260025000) OR AU-ID(56260592900)","Mathis1",0,0
"275","AU-ID(56263214800) OR AU-ID(56267378400) OR AU-ID(56268142900) OR AU-ID(56269624100) OR AU-ID(56270617900) OR AU-ID(56271635500) OR AU-ID(56272811100) OR AU-ID(56274808100) OR AU-ID(56277973900) OR AU-ID(56278320400)","Mathis1",0,0
"276","AU-ID(56282463000) OR AU-ID(56286952600) OR AU-ID(56287543500) OR AU-ID(56287886900) OR AU-ID(56288846300) OR AU-ID(56288857500) OR AU-ID(56289825700) OR AU-ID(56290437200) OR AU-ID(56290592400) OR AU-ID(56290998300)","Mathis1",0,0
"277","AU-ID(56294788200) OR AU-ID(56295144200) OR AU-ID(56298276900) OR AU-ID(56302155200) OR AU-ID(56303541500) OR AU-ID(56305516100) OR AU-ID(56308309300) OR AU-ID(56311208800) OR AU-ID(56312689000) OR AU-ID(56312922300)","Mathis1",0,0
"278","AU-ID(56313570700) OR AU-ID(56317086800) OR AU-ID(56323378800) OR AU-ID(56324136800) OR AU-ID(56324621500) OR AU-ID(56328876400) OR AU-ID(56330265600) OR AU-ID(56332111700) OR AU-ID(56333386200) OR AU-ID(56336148600)","Mathis1",0,0
"279","AU-ID(56343303500) OR AU-ID(56343983100) OR AU-ID(56345703800) OR AU-ID(56349117100) OR AU-ID(56351587700) OR AU-ID(56352872200) OR AU-ID(56352920900) OR AU-ID(56354911100) OR AU-ID(56355008200) OR AU-ID(56359639600)","Mathis1",0,0
"280","AU-ID(56363891700) OR AU-ID(56365859000) OR AU-ID(56366694200) OR AU-ID(56366821000) OR AU-ID(56366856300) OR AU-ID(56367042600) OR AU-ID(56367085400) OR AU-ID(56369743100) OR AU-ID(56370705900) OR AU-ID(56370827200)","Mathis1",0,0
"281","AU-ID(56372963400) OR AU-ID(56375064000) OR AU-ID(56375653700) OR AU-ID(56377535300) OR AU-ID(56382444300) OR AU-ID(56382655000) OR AU-ID(56383517900) OR AU-ID(56384029100) OR AU-ID(56384164700) OR AU-ID(56384174200)","Mathis1",0,0
"282","AU-ID(56387439600) OR AU-ID(56387530800) OR AU-ID(56387633200) OR AU-ID(56388529600) OR AU-ID(56388531300) OR AU-ID(56391524900) OR AU-ID(56392942900) OR AU-ID(56393394700) OR AU-ID(56394212500) OR AU-ID(56395330800)","Mathis1",0,0
"283","AU-ID(56399287700) OR AU-ID(56400602500) OR AU-ID(56400766000) OR AU-ID(56404648100) OR AU-ID(56405151200) OR AU-ID(56405183300) OR AU-ID(56406681500) OR AU-ID(56408743700) OR AU-ID(56408782000) OR AU-ID(56408906800)","Mathis1",0,0
"284","AU-ID(56411238500) OR AU-ID(56411634800) OR AU-ID(56411922200) OR AU-ID(56412151700) OR AU-ID(56413800800) OR AU-ID(56414388500) OR AU-ID(56416322400) OR AU-ID(56416379700) OR AU-ID(56416718000) OR AU-ID(56416777400)","Mathis1",0,0
"285","AU-ID(56422089400) OR AU-ID(56422376800) OR AU-ID(56422437000) OR AU-ID(56422555500) OR AU-ID(56423420700) OR AU-ID(56423570700) OR AU-ID(56423608700) OR AU-ID(56423630900) OR AU-ID(56423670000) OR AU-ID(56423672000)","Mathis1",0,0
"286","AU-ID(56423721200) OR AU-ID(56423750700) OR AU-ID(56423753500) OR AU-ID(56425401500) OR AU-ID(56426321800) OR AU-ID(56426548000) OR AU-ID(56428391100) OR AU-ID(56429551400) OR AU-ID(56429735500) OR AU-ID(56430704600)","Mathis1",0,0
"287","AU-ID(56433419300) OR AU-ID(56433561300) OR AU-ID(56433586800) OR AU-ID(56433796600) OR AU-ID(56436136700) OR AU-ID(56437076400) OR AU-ID(56437293500) OR AU-ID(56438285800) OR AU-ID(56438910000) OR AU-ID(56438928900)","Mathis1",0,0
"288","AU-ID(56446453600) OR AU-ID(56447118800) OR AU-ID(56447777300) OR AU-ID(56450157400) OR AU-ID(56450326500) OR AU-ID(56451050600) OR AU-ID(56451074800) OR AU-ID(56452731600) OR AU-ID(56454330400) OR AU-ID(56459060600)","Mathis1",0,0
"289","AU-ID(56462894700) OR AU-ID(56463595700) OR AU-ID(56463642000) OR AU-ID(56463711500) OR AU-ID(56463788100) OR AU-ID(56465413200) OR AU-ID(56467562100) OR AU-ID(56468044900) OR AU-ID(56470759500) OR AU-ID(56471443300)","Mathis1",0,0
"290","AU-ID(56472808700) OR AU-ID(56473022100) OR AU-ID(56479154100) OR AU-ID(56482951600) OR AU-ID(56487045000) OR AU-ID(56489639000) OR AU-ID(56489713900) OR AU-ID(56490632400) OR AU-ID(56493989400) OR AU-ID(56494718900)","Mathis1",0,0
"291","AU-ID(56497701000) OR AU-ID(56501630800) OR AU-ID(56502076600) OR AU-ID(56503114600) OR AU-ID(56503374200) OR AU-ID(56503967700) OR AU-ID(56505802600) OR AU-ID(56507385600) OR AU-ID(56509632900) OR AU-ID(56512281900)","Mathis1",0,0
"292","AU-ID(56513465500) OR AU-ID(56514072700) OR AU-ID(56515655900) OR AU-ID(56517102500) OR AU-ID(56519530300) OR AU-ID(56521083600) OR AU-ID(56522891900) OR AU-ID(56522964900) OR AU-ID(56524431400) OR AU-ID(56525248100)","Mathis1",0,0
"293","AU-ID(56526541200) OR AU-ID(56527290200) OR AU-ID(56531965400) OR AU-ID(56534847500) OR AU-ID(56535732600) OR AU-ID(56536894500) OR AU-ID(56537582400) OR AU-ID(56538110800) OR AU-ID(56539213100) OR AU-ID(56541066700)","Mathis1",0,0
"294","AU-ID(56543533100) OR AU-ID(56544656900) OR AU-ID(56544736400) OR AU-ID(56544863700) OR AU-ID(56545218000) OR AU-ID(56545807100) OR AU-ID(56549005000) OR AU-ID(56549744000) OR AU-ID(56549784300) OR AU-ID(56554096000)","Mathis1",0,0
"295","AU-ID(56556433200) OR AU-ID(56556833800) OR AU-ID(56556999800) OR AU-ID(56559039100) OR AU-ID(56560274500) OR AU-ID(56561846900) OR AU-ID(56564116300) OR AU-ID(56565728400) OR AU-ID(56565813600) OR AU-ID(56565889400)","Mathis1",0,0
"296","AU-ID(56568347900) OR AU-ID(56569264500) OR AU-ID(56572424700) OR AU-ID(56572764700) OR AU-ID(56574774600) OR AU-ID(56580507000) OR AU-ID(56584016900) OR AU-ID(56585191900) OR AU-ID(56586089500) OR AU-ID(56587197300)","Mathis1",0,0
"297","AU-ID(56587577000) OR AU-ID(56587606000) OR AU-ID(56589944100) OR AU-ID(56590098000) OR AU-ID(56591078500) OR AU-ID(56592423600) OR AU-ID(56592772700) OR AU-ID(56593106100) OR AU-ID(56594197800) OR AU-ID(56595752100)","Mathis1",0,0
"298","AU-ID(56596318300) OR AU-ID(56597176800) OR AU-ID(56600289200) OR AU-ID(56601392200) OR AU-ID(56602256000) OR AU-ID(56602470900) OR AU-ID(56603711400) OR AU-ID(56605067600) OR AU-ID(56606505500) OR AU-ID(56606817100)","Mathis1",0,0
"299","AU-ID(56607974600) OR AU-ID(56609261600) OR AU-ID(56609276300) OR AU-ID(56610116300) OR AU-ID(56610834700) OR AU-ID(56612026500) OR AU-ID(56613573500) OR AU-ID(56613576500) OR AU-ID(56613585500) OR AU-ID(56613587200)","Mathis1",0,0
"300","AU-ID(56613596100) OR AU-ID(56613597600) OR AU-ID(56613598500) OR AU-ID(56613601200) OR AU-ID(56613601600) OR AU-ID(56613603200) OR AU-ID(56613604600) OR AU-ID(56613605200) OR AU-ID(56613605800) OR AU-ID(56613606700)","Mathis1",0,0
"301","AU-ID(56613608000) OR AU-ID(56613608200) OR AU-ID(56613608400) OR AU-ID(56613610100) OR AU-ID(56613611300) OR AU-ID(56613613800) OR AU-ID(56613614500) OR AU-ID(56613616700) OR AU-ID(56613618300) OR AU-ID(56618448100)","Mathis1",0,0
"302","AU-ID(56622501900) OR AU-ID(56622929900) OR AU-ID(56623592300) OR AU-ID(56624314500) OR AU-ID(56626452300) OR AU-ID(56626552200) OR AU-ID(56637486700) OR AU-ID(56638045400) OR AU-ID(56638654000) OR AU-ID(56639942500)","Mathis1",0,0
"303","AU-ID(56642850400) OR AU-ID(56642863800) OR AU-ID(56644385500) OR AU-ID(56644777100) OR AU-ID(56644917600) OR AU-ID(56645001200) OR AU-ID(56647628200) OR AU-ID(56649161400) OR AU-ID(56649542700) OR AU-ID(56651048800)","Mathis1",0,0
"304","AU-ID(56652209600) OR AU-ID(56652555100) OR AU-ID(56653277800) OR AU-ID(56655669200) OR AU-ID(56660360600) OR AU-ID(56661378100) OR AU-ID(56663088900) OR AU-ID(56663211500) OR AU-ID(56664408800) OR AU-ID(56665281100)","Mathis1",0,0
"305","AU-ID(56667610700) OR AU-ID(56668621200) OR AU-ID(56669779700) OR AU-ID(56674658900) OR AU-ID(56675387200) OR AU-ID(56676323900) OR AU-ID(56677810000) OR AU-ID(56678220600) OR AU-ID(56683523100) OR AU-ID(56685406700)","Mathis1",0,0
"306","AU-ID(56685941000) OR AU-ID(56686304300) OR AU-ID(56687911900) OR AU-ID(56688048200) OR AU-ID(56690673400) OR AU-ID(56695233700) OR AU-ID(56699435200) OR AU-ID(56704615700) OR AU-ID(56706806900) OR AU-ID(56708287000)","Mathis1",0,0
"307","AU-ID(56712841200) OR AU-ID(56715781600) OR AU-ID(56716331300) OR AU-ID(56716506400) OR AU-ID(56717501900) OR AU-ID(56719616600) OR AU-ID(56724237400) OR AU-ID(56725707600) OR AU-ID(56725818500) OR AU-ID(56727849500)","Mathis1",0,0
"308","AU-ID(56728321400) OR AU-ID(56729197700) OR AU-ID(56730876600) OR AU-ID(56730950600) OR AU-ID(56732883600) OR AU-ID(56734680600) OR AU-ID(56734685200) OR AU-ID(56736569100) OR AU-ID(56739352000) OR AU-ID(56739501300)","Mathis1",0,0
"309","AU-ID(56740007700) OR AU-ID(56740337000) OR AU-ID(56740413700) OR AU-ID(56740447700) OR AU-ID(56741488400) OR AU-ID(56741488700) OR AU-ID(56743267700) OR AU-ID(56747092800) OR AU-ID(56747824800) OR AU-ID(56759026700)","Mathis1",0,0
"310","AU-ID(56764540600) OR AU-ID(56765392800) OR AU-ID(56765556300) OR AU-ID(56765565300) OR AU-ID(56766111800) OR AU-ID(56767714500) OR AU-ID(56767838900) OR AU-ID(56768320500) OR AU-ID(56769201900) OR AU-ID(56769614100)","Mathis1",0,0
"311","AU-ID(56770475900) OR AU-ID(56770698200) OR AU-ID(56772481600) OR AU-ID(56779659900) OR AU-ID(56779671500) OR AU-ID(56780962000) OR AU-ID(56783886100) OR AU-ID(56784275400) OR AU-ID(56784378600) OR AU-ID(56786315700)","Mathis1",0,0
"312","AU-ID(56786627800) OR AU-ID(56789577900) OR AU-ID(56790186500) OR AU-ID(56795126500) OR AU-ID(56797174000) OR AU-ID(56801210200) OR AU-ID(56802808200) OR AU-ID(56804203600) OR AU-ID(56807221300) OR AU-ID(56814086100)","Mathis1",0,0
"313","AU-ID(56815237600) OR AU-ID(56819319200) OR AU-ID(56820108800) OR AU-ID(56820399000) OR AU-ID(56823917300) OR AU-ID(56829511300) OR AU-ID(56829605500) OR AU-ID(56835060300) OR AU-ID(56835316200) OR AU-ID(56841599800)","Mathis1",0,0
"314","AU-ID(56844787300) OR AU-ID(56849841300) OR AU-ID(56856495200) OR AU-ID(56861789500) OR AU-ID(56865388000) OR AU-ID(56868280900) OR AU-ID(56868530000) OR AU-ID(56868571500) OR AU-ID(56870620700) OR AU-ID(56872550500)","Mathis1",0,0
"315","AU-ID(56879121500) OR AU-ID(56883039500) OR AU-ID(56883996800) OR AU-ID(56890162000) OR AU-ID(56895551600) OR AU-ID(56896188300) OR AU-ID(56901179300) OR AU-ID(56902394900) OR AU-ID(56904721300) OR AU-ID(56905009500)","Mathis1",0,0
"316","AU-ID(56908073400) OR AU-ID(56909037400) OR AU-ID(56911480500) OR AU-ID(56911616400) OR AU-ID(56911940200) OR AU-ID(56912783100) OR AU-ID(56915948800) OR AU-ID(56916020000) OR AU-ID(56919162000) OR AU-ID(56920821400)","Mathis1",0,0
"317","AU-ID(56924384500) OR AU-ID(56925040300) OR AU-ID(56925350600) OR AU-ID(56925405800) OR AU-ID(56927780600) OR AU-ID(56927927200) OR AU-ID(56932132500) OR AU-ID(56938333200) OR AU-ID(56938369900) OR AU-ID(56940759400)","Mathis1",0,0
"318","AU-ID(56942796200) OR AU-ID(56945688900) OR AU-ID(56946274600) OR AU-ID(56948556200) OR AU-ID(56951158800) OR AU-ID(56951231400) OR AU-ID(56955637100) OR AU-ID(56955637900) OR AU-ID(56955788000) OR AU-ID(56955990200)","Mathis1",0,0
"319","AU-ID(56957910300) OR AU-ID(56958544500) OR AU-ID(56959538000) OR AU-ID(56962974100) OR AU-ID(56964584300) OR AU-ID(56965880700) OR AU-ID(56967778800) OR AU-ID(56967883600) OR AU-ID(56968230000) OR AU-ID(56971286500)","Mathis1",0,0
"320","AU-ID(56973651700) OR AU-ID(56973812100) OR AU-ID(56974322000) OR AU-ID(56974662200) OR AU-ID(56976884500) OR AU-ID(56978669600) OR AU-ID(56982691500) OR AU-ID(56984917800) OR AU-ID(56986628900) OR AU-ID(56988519700)","Mathis1",0,0
"321","AU-ID(56989754600) OR AU-ID(56989924100) OR AU-ID(56992683800) OR AU-ID(56993660000) OR AU-ID(56993801000) OR AU-ID(56994316900) OR AU-ID(56996162600) OR AU-ID(56996434000) OR AU-ID(56997376200) OR AU-ID(56998638200)","Mathis1",0,0
"322","AU-ID(57000139800) OR AU-ID(57000710900) OR AU-ID(57002450200) OR AU-ID(57002681900) OR AU-ID(57002749600) OR AU-ID(57003704700) OR AU-ID(57003834500) OR AU-ID(57004100300) OR AU-ID(57004599400) OR AU-ID(57007392100)","Mathis1",0,0
"323","AU-ID(57008189700) OR AU-ID(57014617200) OR AU-ID(57015341800) OR AU-ID(57015467100) OR AU-ID(57015483200) OR AU-ID(57016266000) OR AU-ID(57016603200) OR AU-ID(57020165800) OR AU-ID(57021447200) OR AU-ID(57022137500)","Mathis1",0,0
"324","AU-ID(57023088600) OR AU-ID(57024978000) OR AU-ID(57026404500) OR AU-ID(57026688600) OR AU-ID(57028476400) OR AU-ID(57028532700) OR AU-ID(57031372900) OR AU-ID(57031563800) OR AU-ID(57031936100) OR AU-ID(57032425200)","Mathis1",0,0
"325","AU-ID(57033398900) OR AU-ID(57039962400) OR AU-ID(57040355200) OR AU-ID(57040628700) OR AU-ID(57040800700) OR AU-ID(57040964500) OR AU-ID(57044583300) OR AU-ID(57044626400) OR AU-ID(57045166000) OR AU-ID(57045620300)","Mathis1",0,0
"326","AU-ID(57049712400) OR AU-ID(57050450100) OR AU-ID(57050517000) OR AU-ID(57053439000) OR AU-ID(57055598800) OR AU-ID(57056148900) OR AU-ID(57056414700) OR AU-ID(57057695300) OR AU-ID(57058709900) OR AU-ID(57059501600)","Mathis1",0,0
"327","AU-ID(57060341200) OR AU-ID(57060444700) OR AU-ID(57060879600) OR AU-ID(57061690900) OR AU-ID(57063486100) OR AU-ID(57064465500) OR AU-ID(57070093500) OR AU-ID(57070555500) OR AU-ID(57072072100) OR AU-ID(57072957100)","Mathis1",0,0
"328","AU-ID(57074058100) OR AU-ID(57074882900) OR AU-ID(57074944100) OR AU-ID(57076434600) OR AU-ID(57076822900) OR AU-ID(57077237300) OR AU-ID(57078694800) OR AU-ID(57078695400) OR AU-ID(57079062200) OR AU-ID(57079267200)","Mathis1",0,0
"329","AU-ID(57086829100) OR AU-ID(57089360600) OR AU-ID(57089873200) OR AU-ID(57093256100) OR AU-ID(57093991600) OR AU-ID(57094406100) OR AU-ID(57100361000) OR AU-ID(57102095900) OR AU-ID(57102600900) OR AU-ID(57103487800)","Mathis1",0,0
"330","AU-ID(57104532400) OR AU-ID(57105637800) OR AU-ID(57105883800) OR AU-ID(57109931300) OR AU-ID(57110070600) OR AU-ID(57111560800) OR AU-ID(57112860500) OR AU-ID(57113708000) OR AU-ID(57114605200) OR AU-ID(57115594700)","Mathis1",0,0
"331","AU-ID(57118068500) OR AU-ID(57118070700) OR AU-ID(57118208900) OR AU-ID(57128915200) OR AU-ID(57129147000) OR AU-ID(57137468600) OR AU-ID(57140065200) OR AU-ID(57140473400) OR AU-ID(57141240200) OR AU-ID(57141327900)","Mathis1",0,0
"332","AU-ID(57145099600) OR AU-ID(57145816600) OR AU-ID(57146599300) OR AU-ID(57147006000) OR AU-ID(57148260400) OR AU-ID(57148277800) OR AU-ID(57151075600) OR AU-ID(57151155500) OR AU-ID(57154840200) OR AU-ID(57154896100)","Mathis1",0,0
"333","AU-ID(57156289800) OR AU-ID(57157805200) OR AU-ID(57158330300) OR AU-ID(57159146500) OR AU-ID(57159490900) OR AU-ID(57161579600) OR AU-ID(57162108500) OR AU-ID(57163929000) OR AU-ID(57169020500) OR AU-ID(57183677200)","Mathis1",0,0
